qseqid,taxonomic_level,taxon,species,genus,family,order,class,phylum,kingdom,seq_percID,top_perc,diff
ASV_0863,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0866,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0891,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0891,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0891,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0894,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0894,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0894,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0919,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0919,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0919,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0940,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0953,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0953,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0953,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0957,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0963,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0963,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0964,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0964,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0964,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0991,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0991,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0991,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1005,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1005,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1005,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1016,family,Pleuronectidae 4,Microstomus pacificus,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1016,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1016,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1063,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1063,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1063,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1073,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1073,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1073,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1079,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1117,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1121,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1121,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.394,99.405,0.011
ASV_1121,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.394,99.405,0.011
ASV_1138,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1138,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1138,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1152,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1152,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1152,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1176,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1176,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1176,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1192,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1192,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1244,family,Pleuronectidae 4,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1257,genus,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1257,genus,Lepidopsetta,Lepidopsetta polyxystra,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1274,family,Pleuronectidae 4,Microstomus pacificus,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1274,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1274,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1281,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1281,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1281,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1290,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1290,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1290,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1297,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1297,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1297,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1312,species,Limanda aspera,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.401,99.401,0
ASV_1316,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1316,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1332,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1397,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1398,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1434,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1434,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1434,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1438,genus,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1438,genus,Lepidopsetta,Lepidopsetta polyxystra,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1489,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1489,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1489,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1499,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1594,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1594,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1594,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1601,family,Pleuronectidae 3,Isopsetta isolepis,Isopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1601,family,Pleuronectidae 3,Parophrys vetulus,Parophrys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1601,family,Pleuronectidae 3,Psettichthys melanostictus,Psettichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1637,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1637,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1637,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1665,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1708,species,Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1735,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1735,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1735,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0046,genus,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0046,genus,Lepidopsetta,Lepidopsetta polyxystra,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0401,species,Atheresthes stomias,Atheresthes stomias,Atheresthes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.83,98.83,0
ASV_1212,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1212,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1351,species,Atheresthes stomias,Atheresthes stomias,Atheresthes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
